# Hexagon Arena - Layer 3 + 4 outer layers
# Total tiles: 485
# Tile spacing: 1.3

0,-3,0,3,-3.900000,0,0.000000
1,-3,1,3,-3.250000,0,1.125833
2,-3,2,3,-2.600000,0,2.251666
3,-3,3,3,-1.950000,0,3.377499
4,-2,-1,3,-3.250000,0,-1.125833
5,-2,0,3,-2.600000,0,0.000000
6,-2,1,3,-1.950000,0,1.125833
7,-2,2,3,-1.300000,0,2.251666
8,-2,3,3,-0.650000,0,3.377499
9,-1,-2,3,-2.600000,0,-2.251666
10,-1,-1,3,-1.950000,0,-1.125833
11,-1,0,3,-1.300000,0,0.000000
12,-1,1,3,-0.650000,0,1.125833
13,-1,2,3,0.000000,0,2.251666
14,-1,3,3,0.650000,0,3.377499
15,0,-3,3,-1.950000,0,-3.377499
16,0,-2,3,-1.300000,0,-2.251666
17,0,-1,3,-0.650000,0,-1.125833
18,0,0,3,0.000000,0,0.000000
19,0,1,3,0.650000,0,1.125833
20,0,2,3,1.300000,0,2.251666
21,0,3,3,1.950000,0,3.377499
22,1,-3,3,-0.650000,0,-3.377499
23,1,-2,3,0.000000,0,-2.251666
24,1,-1,3,0.650000,0,-1.125833
25,1,0,3,1.300000,0,0.000000
26,1,1,3,1.950000,0,1.125833
27,1,2,3,2.600000,0,2.251666
28,2,-3,3,0.650000,0,-3.377499
29,2,-2,3,1.300000,0,-2.251666
30,2,-1,3,1.950000,0,-1.125833
31,2,0,3,2.600000,0,0.000000
32,2,1,3,3.250000,0,1.125833
33,3,-3,3,1.950000,0,-3.377499
34,3,-2,3,2.600000,0,-2.251666
35,3,-1,3,3.250000,0,-1.125833
36,3,0,3,3.900000,0,0.000000
37,-4,0,4,-5.200000,0,0.000000
38,-4,1,4,-4.550000,0,1.125833
39,-4,2,4,-3.900000,0,2.251666
40,-4,3,4,-3.250000,0,3.377499
41,-4,4,4,-2.600000,0,4.503332
42,-3,-1,4,-4.550000,0,-1.125833
43,-3,0,4,-3.900000,0,0.000000
44,-3,1,4,-3.250000,0,1.125833
45,-3,2,4,-2.600000,0,2.251666
46,-3,3,4,-1.950000,0,3.377499
47,-3,4,4,-1.300000,0,4.503332
48,-2,-2,4,-3.900000,0,-2.251666
49,-2,-1,4,-3.250000,0,-1.125833
50,-2,0,4,-2.600000,0,0.000000
51,-2,1,4,-1.950000,0,1.125833
52,-2,2,4,-1.300000,0,2.251666
53,-2,3,4,-0.650000,0,3.377499
54,-2,4,4,0.000000,0,4.503332
55,-1,-3,4,-3.250000,0,-3.377499
56,-1,-2,4,-2.600000,0,-2.251666
57,-1,-1,4,-1.950000,0,-1.125833
58,-1,0,4,-1.300000,0,0.000000
59,-1,1,4,-0.650000,0,1.125833
60,-1,2,4,0.000000,0,2.251666
61,-1,3,4,0.650000,0,3.377499
62,-1,4,4,1.300000,0,4.503332
63,0,-4,4,-2.600000,0,-4.503332
64,0,-3,4,-1.950000,0,-3.377499
65,0,-2,4,-1.300000,0,-2.251666
66,0,-1,4,-0.650000,0,-1.125833
67,0,0,4,0.000000,0,0.000000
68,0,1,4,0.650000,0,1.125833
69,0,2,4,1.300000,0,2.251666
70,0,3,4,1.950000,0,3.377499
71,0,4,4,2.600000,0,4.503332
72,1,-4,4,-1.300000,0,-4.503332
73,1,-3,4,-0.650000,0,-3.377499
74,1,-2,4,0.000000,0,-2.251666
75,1,-1,4,0.650000,0,-1.125833
76,1,0,4,1.300000,0,0.000000
77,1,1,4,1.950000,0,1.125833
78,1,2,4,2.600000,0,2.251666
79,1,3,4,3.250000,0,3.377499
80,2,-4,4,0.000000,0,-4.503332
81,2,-3,4,0.650000,0,-3.377499
82,2,-2,4,1.300000,0,-2.251666
83,2,-1,4,1.950000,0,-1.125833
84,2,0,4,2.600000,0,0.000000
85,2,1,4,3.250000,0,1.125833
86,2,2,4,3.900000,0,2.251666
87,3,-4,4,1.300000,0,-4.503332
